web-scraper-order,web-scraper-start-url,mountains-zone,mountains-zone-href,name,image-src,days,length,unevennes-up,unevennes-down,desc,image-zone-src,name-zone,desc-zone
"1644495856-170","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg"" alt=""Montseny"" title=""Montseny"" loading=""lazy"">","https://entremontanas.com/zonas/montseny","Les Agudes","/wp-content/themes/Bigemployee-child/imagesuploads/lesagudes.jpg","1","12 Km","644","644","Excursión en Les Aguda, montaña de 1705 metros que forma parte del Macizo del Montseny. Les Agudes es una montaña de 1.705 metros que forma parte del Macizo del Montseny. Está caballo de los municipio...","/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg","Montseny","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El parque natural del Montseny y el de Sant Llorenç de Munt i l’Obac son los parques nat..."
"1644495915-319","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/genoveses.jpg"" alt=""Cabo de Gata"" title=""Cabo de Gata"" loading=""lazy"">","https://entremontanas.com/zonas/cabo-de-gata","Cortijo del Fraile – Cabo de Gata","/wp-content/themes/Bigemployee-child/imagesuploads/fraile.jpg","1","8 Km","100","100","La naturaleza esteparia se mantiene como telón de fondo, principal aliciente del sendero. El Parque Natural de Cabo de Gata-Níjar es el primer Parque marítimo-terrestre de Andalucía.  Es un parque de ...","/wp-content/themes/Bigemployee-child/imagesuploads/genoveses.jpg","Cabo de Gata","Una de las franjas costeras de mayor belleza y riqueza ecológica del Mediterráneo occidental.  El Parque Natural de Cabo de Gata-Níjar es el primer Parque marítimo-terrestre de Andalucía.  Es un parqu..."
"1644495870-210","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg"" alt=""Islas Canarias"" title=""Islas Canarias"" loading=""lazy"">","https://entremontanas.com/zonas/islas-canarias","Lanzarote","/wp-content/themes/Bigemployee-child/imagesuploads/Lanzarote.jpg","12","110 Km","2100","2100","Lanzarote posee El Parque Nacional de Timanfaya, declarado Parque Nacional el 9 de agosto de 1974. “El día 1 de septiembre 1730, entre las nueve y las diez de la noche, la tierra se abrió en Timanfaya...","/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg","Islas Canarias","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  No importa a qué isla viajes. El clima, la gente, el paisaje… todo te invita a sentirte ..."
"1644495856-175","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg"" alt=""Montseny"" title=""Montseny"" loading=""lazy"">","https://entremontanas.com/zonas/montseny","Turó del Home","/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg","1","5 Km","586","586","Popular Ascensión al Turó del Home, con 1706 metros de altitud está situado en el parque natural del Montseny en Barcelona. El Turó de l’Home es la montaña más alta del macizo del Montseny con u...","/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg","Montseny","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El parque natural del Montseny y el de Sant Llorenç de Munt i l’Obac son los parques nat..."
"1644495882-243","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Estanys de Malniu","/wp-content/themes/Bigemployee-child/imagesuploads/malniu.jpg","1","6 Km","160","160","Excursion con escaso desnivel que nos llevará hasta el Estany de Malniu a 2290 metros de altitud. Esta excursión tiene todos los requisitos para considerarse una excursión ideal para una salida famili...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495856-172","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg"" alt=""Montseny"" title=""Montseny"" loading=""lazy"">","https://entremontanas.com/zonas/montseny","Matagalls desde Sant Marçal Montseny","/wp-content/themes/Bigemployee-child/imagesuploads/matagallsmarcal1.jpg","1","8 Km","600","600","El Matagalls es una clásica ascensión y sin duda una de las montañas del Montseny más apreciada por los montañeros. La ascensión al Matagalls atravesaremos el hayedo de Matagalls, el Coll Pregon (curi...","/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg","Montseny","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El parque natural del Montseny y el de Sant Llorenç de Munt i l’Obac son los parques nat..."
"1644495850-158","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/fajaderancun.jpg"" alt=""Ordesa y Monte Perdido"" title=""Ordesa y Monte Perdido"" loading=""lazy"">","https://entremontanas.com/zonas/ordesa-y-monte-perdido","Monte Perdido","/wp-content/themes/Bigemployee-child/imagesuploads/monteperdidoasc.jpg","1","8 Km","1200","1200","Monte Perdido con sus 3355m es el macizo calcáreo más alto del Pirineo y de Europa y toda una experiencia para cualquier montañero. El macizo de Monte Perdido, conocido por Las Tres Sorores o Treserol...","/wp-content/themes/Bigemployee-child/imagesuploads/fajaderancun.jpg","Ordesa y Monte Perdido","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El Parque Nacional de Ordesa y Monte Perdido fue declaro en 1918. Su superficie comprend..."
"1644495882-245","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Gorges de Carança","/wp-content/themes/Bigemployee-child/imagesuploads/refugicaransa.jpg","1","16 Km","1000","1000","El valle pirenaico de Carança está bien dotado de atractivos naturales, aunque el mayor de todos es el recorrido de las Gorges de Carança. Bosques, lagos de montaña y cumbres agrestes, el valle pirena...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495929-359","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg"" alt=""Alpes"" title=""Alpes"" loading=""lazy"">","https://entremontanas.com/zonas/alpes","Mont Blanc","/wp-content/themes/Bigemployee-child/imagesuploads/montblanc.jpg","2","15 Km","2800","2800","Ascensión al punto culminante de Europa, pues según los geógrafos el Elbruz con 5633 metros pertenece ya a Oriente Próximo. El Mont Blanc es una cima que no necesita presentaciones. Su prestigio y su ...","/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg","Alpes","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La cordillera de los Alpes es el sistema montañoso más importante de Europa occidental, ..."
"1644495912-317","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/fisterra.jpg"" alt=""Camino de Santiago"" title=""Camino de Santiago"" loading=""lazy"">","https://entremontanas.com/zonas/camino-de-santiago","Camino de Santiago (Camino Francés)","/wp-content/themes/Bigemployee-child/imagesuploads/caminosantiagofrances.jpg","32","797 Km","3000","3000","El Camino Francés o la ruta de las estrellas, es el Camino de Santiago por excelencia. Partiendo de Roncesvalles, es un viaje de casi 800 kilómetros hacia el oeste, con la Vía Láctea que acompaña desd...","/wp-content/themes/Bigemployee-child/imagesuploads/fisterra.jpg","Camino de Santiago","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El Camino de Santiago, es un viaje de casi 800 kilómetros hacia el oeste, con la Vía Lác..."
"1644495870-208","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg"" alt=""Islas Canarias"" title=""Islas Canarias"" loading=""lazy"">","https://entremontanas.com/zonas/islas-canarias","La Graciosa (Lanzarote)","/wp-content/themes/Bigemployee-child/imagesuploads/graciosa.jpg","12","100 Km","600","600","La Graciosa es la más desconocida y la que derrocha más serenidad de las Islas Canarias.  La isla de La Graciosa forma parte del archipiélago Chinijo -perteneciente a Canarias y a la Provincia de Las ...","/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg","Islas Canarias","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  No importa a qué isla viajes. El clima, la gente, el paisaje… todo te invita a sentirte ..."
"1644495887-266","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","GR 178 – La Ruta de Serrallonga","/wp-content/themes/Bigemployee-child/imagesuploads/gr178.jpg","2","56 Km","1000","1000","Ruta basada en la biografía del mítico bandolero del siglo XVII Joan de Serrallonga. De la llanura de la Selva al pantano de Sau, atravesando el macizo de Guilleries. Caminamos por el interior de la c...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495909-305","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg"" alt=""Castellón"" title=""Castellón"" loading=""lazy"">","https://entremontanas.com/zonas/castellon","Castillo de Villamalefa","/wp-content/themes/Bigemployee-child/imagesuploads/vistacastillo.jpg","9","56 Km","1100","600","Lo más destacado de los alrededores del Castillo es Peñagolosa y toda la red de senderos. Extendido a los pies de los restos de su castillo, en lo más alto de una loma que domina el valle del Río Vill...","/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg","Castellón","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Castellón es una de la provincias más montañosas de España, bañada a su vez por el mar a..."
"1644495870-204","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg"" alt=""Islas Canarias"" title=""Islas Canarias"" loading=""lazy"">","https://entremontanas.com/zonas/islas-canarias","El Hierro","/wp-content/themes/Bigemployee-child/imagesuploads/elhierro.jpg","5","40 Km","1300","1300","A comienzos del año 2000 fue declarada reserva de las biosfera con el 60% de su territorio protegido. La isla de El Hierro es la más occidental de las siete grandes islas que conformar que esté archip...","/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg","Islas Canarias","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  No importa a qué isla viajes. El clima, la gente, el paisaje… todo te invita a sentirte ..."
"1644495861-180","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Montaña de Montserrat"" title=""Montaña de Montserrat"" loading=""lazy"">","https://entremontanas.com/zonas/montana-de-montserrat","Collbató – Monasterio de Montserrat","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","1","16 Km","700","700","El Itinerario comienza en la población de Collbató y nos lleva hasta el Monasterio de Montserrat. La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, está a 20 Km. ...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Montaña de Montserrat","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La montaña de Montserrat, Con una altura máxima de 1.236 metros sobre el nivel del mar, ..."
"1644495920-334","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comapedrosaasc.jpg"" alt=""Andorra"" title=""Andorra"" loading=""lazy"">","https://entremontanas.com/zonas/andorra","Pic Negre d´Envalira desde Porta","/wp-content/themes/Bigemployee-child/imagesuploads/picnegreenvaliraasc.jpg","1","21 Km","1200","1200","Ascensión al Pic Negre d´Envalira, el segundo más alto del grupo montañoso después de su vecino el Pico de Envalira (2827m). Los picos de Envalira, es un cresta de cuatro picos que forman la divisoria...","/wp-content/themes/Bigemployee-child/imagesuploads/comapedrosaasc.jpg","Andorra","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Andorra cuenta con 65 picos de más de 2.500 m de altitud. La montaña más alta es el pico..."
"1644495909-307","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg"" alt=""Castellón"" title=""Castellón"" loading=""lazy"">","https://entremontanas.com/zonas/castellon","Parque Natural de la Sierra de Espadán","/wp-content/themes/Bigemployee-child/imagesuploads/sierraespadan.jpg","3","Km","","","Descubre la fascinante Sierra de Espadán, gran macizo montañoso con frescos barrancos y frondosos bosques. El Parque Natural de la Sierra de Espadán se encuentra localizado al sur de la Provincia de C...","/wp-content/themes/Bigemployee-child/imagesuploads/penagolosaintro.jpg","Castellón","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Castellón es una de la provincias más montañosas de España, bañada a su vez por el mar a..."
"1644495870-212","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg"" alt=""Islas Canarias"" title=""Islas Canarias"" loading=""lazy"">","https://entremontanas.com/zonas/islas-canarias","Tenerife","/wp-content/themes/Bigemployee-child/imagesuploads/tenerife.jpg","3","28 Km","1900","1900","Descubre las excursiones más emblemáticas de la Isla de Tenerife y su Parque Nacional declarado en 1954. Tenerife es una isla muy abrupta y volcánica, cuyo relieve ha sido esculpido por sucesivas erup...","/wp-content/themes/Bigemployee-child/imagesuploads/teideasc.jpg","Islas Canarias","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  No importa a qué isla viajes. El clima, la gente, el paisaje… todo te invita a sentirte ..."
"1644495924-344","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/mulhacen1.jpg"" alt=""Andalucía Oriental"" title=""Andalucía Oriental"" loading=""lazy"">","https://entremontanas.com/zonas/andalucia-oriental","La Molata – Cabo de Gata","/wp-content/themes/Bigemployee-child/imagesuploads/molata.jpg","1","3 Km","100","100","Tal vez sean los colores los que embaucan los sentidos mientras se recorre este sendero costero. El Parque Natural de Cabo de Gata-Níjar es el primer Parque marítimo-terrestre de Andalucía.  Es un par...","/wp-content/themes/Bigemployee-child/imagesuploads/mulhacen1.jpg","Andalucía Oriental","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El relieve de Andalucía Oriental es, en su mayoría, montañoso, hallándose allí algunas l..."
"1644495901-295","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/sagaro1.jpg"" alt=""Costa Brava"" title=""Costa Brava"" loading=""lazy"">","https://entremontanas.com/zonas/costa-brava","Macizo del Montgrí","/wp-content/themes/Bigemployee-child/imagesuploads/montgri1.jpg","1","10 Km","370","370","El macizo del Montgrí nos descubre un lugar natural único que parte desde Torroella de Montgrí. El macizo del Montgrí es un macizo montañoso al borde del mar Mediterráneo en Cataluña. Se sitúa entre l...","/wp-content/themes/Bigemployee-child/imagesuploads/sagaro1.jpg","Costa Brava","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La Costa Brava es el nombre asignado a la zona costera de Cataluña que empieza en la des..."
"1644495882-224","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Bolvir de Cerdanya a Isòvol","/wp-content/themes/Bigemployee-child/imagesuploads/isovol.jpg","1","10 Km","50","50","Este itinerario recorre una parte de la sección del Camino de Santiago que cruza la Cerdanya. El itinerario recorre una parte de la sección del Camino de Santiago que cruza la Cerdanya. Hemos escogido...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495882-226","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Canal de Cristal","/wp-content/themes/Bigemployee-child/imagesuploads/pratscadi1.jpg","1","12 Km","900","900","Este paraje es uno de los rincones más maravillosos de la Serra del Cadí-Moixeró y de las montañas catalanas. El Parque Natural de montaña del Cadí-Moixeró se creó en julio de 1983 fruto de la necesid...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495882-229","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Carlit","/wp-content/themes/Bigemployee-child/imagesuploads/carlitasc.jpg","1","15 Km","900","900","El Carlit es la cima culminante del departamento francés de los Pirineos Orientales, exigente excursión con inmejorables vistas. El Carlit forma parte del macizo granítico de Capcir, que se encuentra ...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495901-292","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/sagaro1.jpg"" alt=""Costa Brava"" title=""Costa Brava"" loading=""lazy"">","https://entremontanas.com/zonas/costa-brava","El Camí de Ronda de S’Agaró","/wp-content/themes/Bigemployee-child/imagesuploads/sagaro1.jpg","1","4 Km","50","50","El Camí de Ronda es el camino que discurre por la Costa Brava y que era utilizado para controlar la frontera marítima. Camí de Ronda (Camino de Ronda) es el nombre por el que se conoce el trayecto que...","/wp-content/themes/Bigemployee-child/imagesuploads/sagaro1.jpg","Costa Brava","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La Costa Brava es el nombre asignado a la zona costera de Cataluña que empieza en la des..."
"1644495887-248","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg"" alt=""Excursiones cerca de Barcelona"" title=""Excursiones cerca de Barcelona"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-barcelona","Baumes Corcades","/wp-content/themes/Bigemployee-child/imagesuploads/baumes.jpg","1","8 Km","330","330","Baumes Corcades sube hasta la cima de la colina de Puigsagordi por los bancales de piedra más verticales. El cerro del Puigsagordi de 972 metros de altitud se situa en los términos municipales de Cent...","/wp-content/themes/Bigemployee-child/imagesuploads/collbatomontserratasc.jpg","Excursiones cerca de Barcelona","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Os presentamos unas serie de excursiones cerca de Barcelona. Principalmente estas excurs..."
"1644495929-358","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg"" alt=""Alpes"" title=""Alpes"" loading=""lazy"">","https://entremontanas.com/zonas/alpes","Marino Bianchi – Monte Cristallo","/wp-content/themes/Bigemployee-child/imagesuploads/mariano.jpg","1","4 Km","370","370","El Marino Bianchi es un ferrata de grado medio muy popular y clásica. El cuidado y la atención que requiere es la nieve y el hielo se pueden encontrar incluso a mediados de verano dado la altitud y la...","/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg","Alpes","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La cordillera de los Alpes es el sistema montañoso más importante de Europa occidental, ..."
"1644495912-315","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/fisterra.jpg"" alt=""Camino de Santiago"" title=""Camino de Santiago"" loading=""lazy"">","https://entremontanas.com/zonas/camino-de-santiago","Bolvir de Cerdanya a Isòvol","/wp-content/themes/Bigemployee-child/imagesuploads/isovol.jpg","1","10 Km","50","50","Este itinerario recorre una parte de la sección del Camino de Santiago que cruza la Cerdanya. El itinerario recorre una parte de la sección del Camino de Santiago que cruza la Cerdanya. Hemos escogido...","/wp-content/themes/Bigemployee-child/imagesuploads/fisterra.jpg","Camino de Santiago","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El Camino de Santiago, es un viaje de casi 800 kilómetros hacia el oeste, con la Vía Lác..."
"1644495929-354","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg"" alt=""Alpes"" title=""Alpes"" loading=""lazy"">","https://entremontanas.com/zonas/alpes","Ivano Dibona","/wp-content/themes/Bigemployee-child/imagesuploads/dibona.jpg","1","10 Km","200","1500","La vía ferrata Ivano Dibona es una ruta de senderismo a lo largo de la cresta de Zurlon, la cresta principal de Cristallo, un grupo montañoso en los Dolomitas italianos, al noreste de Cortina d'Ampezz...","/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg","Alpes","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La cordillera de los Alpes es el sistema montañoso más importante de Europa occidental, ..."
"1644495882-223","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Acercamiento al Pic de la Pelada","/wp-content/themes/Bigemployee-child/imagesuploads/picdelapelada1.jpg","1","8 Km","100","100","Fácil travesía a la base del Pic de la Pelada, situada en la Cerdanya Francesa cerca de Formiguères. Para acceder a esta ruta salimos desde el pueblo de Formiguerà, Cerdanya francesa, por la D-4G, car...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495915-322","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/genoveses.jpg"" alt=""Cabo de Gata"" title=""Cabo de Gata"" loading=""lazy"">","https://entremontanas.com/zonas/cabo-de-gata","La Vela Blanca – Cabo de Gata","/wp-content/themes/Bigemployee-child/imagesuploads/velablanca.jpg","1","7 Km","200","200","Los parajes por donde nos lleva este sendero siempre guardan gratas sorpresas para quien los transita. El Parque Natural de Cabo de Gata-Níjar es el primer Parque marítimo-terrestre de Andalucía.  Es ...","/wp-content/themes/Bigemployee-child/imagesuploads/genoveses.jpg","Cabo de Gata","Una de las franjas costeras de mayor belleza y riqueza ecológica del Mediterráneo occidental.  El Parque Natural de Cabo de Gata-Níjar es el primer Parque marítimo-terrestre de Andalucía.  Es un parqu..."
"1644495882-236","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg"" alt=""Excursiones cerca de Puigcerdà"" title=""Excursiones cerca de Puigcerdà"" loading=""lazy"">","https://entremontanas.com/zonas/excursiones-cerca-de-puigcerda","Comabona","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","1","7 Km","580","580","En esta ascensión descubriremos la sierra del Cadí, que forma parte del parque natural del Cadí-Moixeró. El Parque Natural de Cadí-Moixeró es el más grande de Cataluña y se sitúa entre las provincias ...","/wp-content/themes/Bigemployee-child/imagesuploads/comabonaasc.jpg","Excursiones cerca de Puigcerdà","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  Puigcerdà esta situada en la comarca de la Baixa Cerdanya, se sitúa en las provincias de..."
"1644495929-360","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg"" alt=""Alpes"" title=""Alpes"" loading=""lazy"">","https://entremontanas.com/zonas/alpes","Monte Paterno","/wp-content/themes/Bigemployee-child/imagesuploads/paterno.jpg","1","8 Km","800","800","El Monte Paterno es una montaña en los Dolomitas, en la frontera entre el Tirol del Sur  y la Provincia de Belluno. Tiene una altitud de 2.746m. El monte Paterno se alza en los Dolomitas de Sesto, al ...","/wp-content/themes/Bigemployee-child/imagesuploads/tmb.jpg","Alpes","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  La cordillera de los Alpes es el sistema montañoso más importante de Europa occidental, ..."
"1644495846-152","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/pantanodesau.jpg"" alt=""Pantano de Sau"" title=""Pantano de Sau"" loading=""lazy"">","https://entremontanas.com/zonas/pantano-de-sau","GR 178 – La Ruta de Serrallonga","/wp-content/themes/Bigemployee-child/imagesuploads/gr178.jpg","2","56 Km","1000","1000","Ruta basada en la biografía del mítico bandolero del siglo XVII Joan de Serrallonga. De la llanura de la Selva al pantano de Sau, atravesando el macizo de Guilleries. Caminamos por el interior de la c...","/wp-content/themes/Bigemployee-child/imagesuploads/pantanodesau.jpg","Pantano de Sau","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El Pantano de Sau, en el término municipal de Vilanova de Sau, y al pie de la cordillera..."
"1644495856-169","https://entremontanas.com/zonas","<img src=""/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg"" alt=""Montseny"" title=""Montseny"" loading=""lazy"">","https://entremontanas.com/zonas/montseny","La Mola y El Montcau","/wp-content/themes/Bigemployee-child/imagesuploads/mola.jpg","1","12 Km","410","410","Excursión fácil que sube las dos cumbres más famosas del Parque Natural de Sant Llorenç de Munt i la Serra l’Obac. La Mola está situada entre las Comarcas Barcelonesas del Vallés Occidental y del Bàge...","/wp-content/themes/Bigemployee-child/imagesuploads/turohomeasc.jpg","Montseny","Mucho antes de que el hombre pensara en conquistar las montañas, las montañas ya habían conquistado al hombre.  El parque natural del Montseny y el de Sant Llorenç de Munt i l’Obac son los parques nat..."
